name,inventory_type,extant_status,street_address,neighborhood,city,postal_code,explore_url,wikipedia_url,explore_id,identifier:mihp,building_use,associated_people,associated_organizations,full_description,year_built,chap_district,city_council_district,latitude,longitude,stabilization_potential,at_risk,featured-context,year_nonextant,year_start_significance,year_end_significance,property_type,related_context,related_theme,alternate_name,marker-color,marker-symbol,featured_description,description_source,description_status,state,geo_accuracy,marker-size,related_sources,chap_landmark,nr_district_contributing,nr_district,nr_landmark,image_url_manual,image_caption,image_credit,tags,streetview_url,streetname,possible_duplicate,explore_todo,Record Created
Cherry Hill Homes District,district,Extant,Berea Road and Cherry Hill Road,Cherry Hill,Baltimore,,,,,B-5080,District,,,,,,10,39.25012800,-76.62262200,,,,,,,,,Housing,,d63b0e,town,,Maryland Inventory of Historic Places,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.250128,-76.622622",,,,7/20/2017 12:48pm
"Chestnut Hill, Rectory for St. Elizabeth's Home for Female Colored Orphans (B-1359)",building,Extant,3725 Ellerslie Avenue,Ednor Gardens-Lakeside,Baltimore,21218,,,,B-1359,Institutional dwelling,,,,c. 1840; c. 1825 wing,,14,39.33519300,-76.60482760,,,,,,,,,,,d63b0e,lodging,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.335193,-76.6048276",,,,7/20/2017 12:48pm
Chick Webb Memorial Recreation Center,building,Extant,623 N. Eden Street,Dunbar-Broadway,Baltimore,21205,,,,,,,,"The Chick Webb Recreation Center was built on Eden Street with a $150,000 budget in 1947, eight years after the death of that famed Baltimore-born drummer that it was named for. It officially opened its doors in 1948, and in 1949, a 60' x 30' indoor swimming pool was added. This facility is an example of the city's investment in black recreational facilities during the period of legal segregation.",1947,,12,39.29731000,-76.59938000,,,,,,,,1929-1954,Public Accommodation,,d63b0e,playground,,,draft,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29731,-76.59938",,,,7/20/2017 12:48pm
Chief Justice Roger Brooke Taney Statue,monument,Extant,Mount Vernon Place,Mount Vernon,Baltimore,,,https://en.wikipedia.org/wiki/Roger_B._Taney_(sculpture),,,,,,,1887,Mount Vernon,11,39.29790800,-76.61568800,,,,,,,,1870-1905,,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.297908,-76.615688",,,,7/20/2017 12:48pm
Church Advocate (office),building,Extant,1425 McCulloh Street,Madison Park,Baltimore,21217,,,,,Printing office,,,The Church Advocate was a black religious newspaper publisher by Rev. George Freeman Bragg.,,Upton's Marble Hill,11,39.30401600,-76.62931918,,,,,,,,1870-1905,,,d63b0e,commercial,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.304016,-76.6293191782957",McCulloh,,,7/20/2017 12:48pm
Church Lane,district,Unknown,,,Baltimore County,,,,,,,,,"Thisresidential neighborhood was settled in the early to mid 20th century.The African American community today encompasses a much larger area than iscontained in the historic district, due to the construction of moreaffordable housing in the 1950s and 1960s.",,,,39.36774800,-76.78434800,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/churchlane.jpg,Church Lane houses.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.367748,-76.784348",,,,7/20/2017 12:48pm
City Hospital Annex,building,Nonextant,112 E. Saratoga Street,Downtown,Baltimore,21202,,,,,Medical building,,,The City Hospital Annex was an addition to the main city hospital to serve colored patients and keep them segregated from white patients.,,,11,39.29244450,-76.61334715,,,,,,,,,Public Accommodation,,f59477,hospital,,,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2924445,-76.6133471521739",,,,7/20/2017 12:48pm
Civic Center/Baltimore Arena,building,Partial,201 West Baltimore Street,Downtown,Baltimore,21201,,https://en.wikipedia.org/wiki/Royal_Farms_Arena,,,,"""Martin Luther King, Jr.""",,"In 1961, the cornerstone of the Baltimore Civic Center (as it was then called) was laid, enclosing a time capsule with notes from President John F. Kennedy, Maryland Governor Millard Tawes, and Baltimore Mayor Harold Grady. Located on the site of the former Old Congress Hall where the Continental Congress met in 1776, the arena opened a year later to great acclaim as part of a concerted effort to revitalize downtown Baltimore. In 1966, Dr. Martin Luther King delivered a speech called ""Race and the Church"" at the arena as part of a gathering of Methodist clergy.",,,11,39.28847800,-76.61869700,,,,,1966,,,1954-1968,,,d63b0e,theatre,,,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.288478,-76.618697",,,,7/20/2017 12:48pm
"Clarence M. Mitchell, Jr. Courthouse",building,Extant,100 N. Calvert Street,Downtown,Baltimore,21202,https://explore.baltimoreheritage.org/items/show/215,https://en.wikipedia.org/wiki/Baltimore_City_Circuit_Courthouses,215,B-35,Civic building,,,Numerous cases related to Civil Rights in Baltimore have been argued before judges at the Baltimore City Courthouse where practicing lawyers have included Thurgood Marshall who represented a number of local clients at this location.,,,11,39.29081600,-76.61323400,,,,,,,,"1870-1905,1905-1929,1929-1954,1954-1968,1968-1976",Criminal Injustice,"Clarence M. Mitchell, Jr. Courthouse",d63b0e,town-hall,,Maryland Inventory of Historic Places,draft,MD,residential,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.290816,-76.613234",,,,7/20/2017 12:48pm
"Clarence Mitchell, Jr. and Parren Mitchell Residence",building,Unknown,712 Carrolton Avenue,Harlem Park,Baltimore,21217,,,,,Dwelling,"""Clarence M. Mitchell, Jr."",Parren Mitchell",,Associated with the Mitchell family as the childhood home of Clarence and Parren Mitchell,,,9,39.29714300,-76.63755200,,,,,,,Prominent Person,,,,f7a38b,building,,,notes,MD,9,medium,,Contributing (Old West Baltimore NR HD),,,,,,,,"https://maps.google.com/?layer=c&cbll=39.297143,-76.637552",,,,7/20/2017 12:48pm
Clarke Press,building,Extant,2120 Druid Hill Avenue,Druid Heights,Baltimore,21217,,,,,Industrial building (printing),,,, ,,7,39.30857175,-76.63696957,,,,,,,,,,,d63b0e,industrial,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30857175,-76.6369695715258",Druid Hill,,,7/20/2017 12:48pm
Clifton Park,landscape,Extant,2801 Harford Road,Clifton Park,Baltimore,21218,,"https://en.wikipedia.org/wiki/Clifton_Park,_Baltimore",,,Park,,,,,,14,39.32178885,-76.58286795,,,,,,,,,Public Accommodation,,d63b0e,park2,,sarapatenaude_playing_2011,missing,MD,park,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.32178885,-76.5828679453372",,,,7/20/2017 12:48pm
Colmar Gardens Apartments,building,Unknown,Cold Spring Lane,Woodberry,Baltimore,,,,,,,,,"In the late 1960s, Tom Lewis and members of CORE participated in a demonstration at Colmar Apartments and staged a sit-in. Police arrived and arrested Lewis and his fellow activistists charging them with trespassing. Subseuqent protests met with more arrests followed by a trial in spring 1966.",,,7,39.34513700,-76.64712700,,,,,1966,,,1954-1968,Housing,,f7a38b,building,,peters_catonsville_2012,,MD,n/a,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.345137,-76.647127",,,,7/20/2017 12:48pm
Colored Aged Men's and Women's Home,building,Nonextant,214 W. Lee Street,Otterbein,Baltimore,21201,,,,,Institutional dwelling,,,,,,11,39.28204400,-76.61752700,,,,,,,,,Housing,,f59477,lodging,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.282044,-76.617527",,,,7/20/2017 12:48pm
Colored Manual Training School,building,Nonextant,104 S. Fremont Avenue,University Of Maryland,Baltimore,21201,,,,,School,,,,,,11,39.28652900,-76.62769700,,,,,,,,,Education,,f59477,school,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.286529,-76.627697",,,,7/20/2017 12:48pm
Colored Woman's Union Industrial Asylum of Baltimore City,building,Nonextant,203 W. Hoffman Street,Madison Park,Baltimore,21201,,,,,Institutional dwelling,,,,,,11,39.30422725,-76.62124200,,,,,,,,,Employment,,f59477,lodging,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30422725,-76.621242",,,,7/20/2017 12:48pm
Colored Young Women's Christian Association,building,Extant,1200 Druid Hill Avenue,Upton,Baltimore,21217,,,,,Community building,,,,,,11,39.30114610,-76.62782180,,checked,,,,,,"1870-1905,1905-1929,1929-1954",,,d63b0e,place-of-worship,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3011461,-76.6278218",Druid Hill,,,7/20/2017 12:48pm
Communist Political Association of Maryland and D.C.,building,Nonextant,201 W. Franklin Street,Downtown,Baltimore,21201,,,,,,,,,,,11,39.29484310,-76.61839570,,,,,,,,,,,f59477,commercial,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2948431,-76.6183957",,,,7/20/2017 12:48pm
Confederate Soldier's and Sailor's Monument,monument,Extant,Mount Royal Avenue,Bolton Hill,Baltimore,,,,,,,,,,1903,Bolton Hill,11,39.30968439,-76.62356615,,,,,,,,,,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30968439,-76.62356615",,,,7/20/2017 12:48pm
Confederate Women's Monument,monument,Extant,University Parkway,Tuscany-Canterbury,Baltimore,,,,,,,,,,1917,,14,39.33332029,-76.61836535,,,,,,,,,,,,monument,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.33332029,-76.61836535",,,,7/20/2017 12:48pm
Congressman Parren Mitchell Residence,building,Extant,1805 Madison Avenue,Madison Park,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/508,,508,,Dwelling,Parren Mitchell,,The former residence of Congressman Parren Mitchell,,Madison Park,11,39.30733995,-76.63191079,,,,,,,Prominent Person,1968-1976,"Housing,Voting,Employment",,d63b0e,building,,,notes,MD,house,medium,,Contributing (Old West Baltimore NR HD),,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30733995,-76.6319107879737",Madison,,,7/20/2017 12:48pm
Coppin State University,building,Extant,2500 W. North Avenue,Mondawmin,Baltimore,21216,,https://en.wikipedia.org/wiki/Coppin_State_University,,,,,,,,,7,39.30959580,-76.65876800,,,,,,,,,,,d63b0e,college,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3095958,-76.658768",,,,7/20/2017 12:48pm
CORE Baltimore (office - 1964-?),building,Unknown,800 N. Gay Street,Gay Street,Baltimore,,,,,,,,CORE (Baltimore Chapter),"CORE's Baltimore chapter was founded in 1951 and, after the group's 1964 national convention, opened their office on the 800 block of N. Gay Street reflecting a new commitment to move into the ""ghetto,"" what they termed ""the awakening giant."" In 1966, CORE selected Baltimore as its first ""Target City"" and spoke of ""'igniting East Baltimore's vast, gritty Negro ghetto in 'one big push against a segregationist, racist backwater, the worst in the nation.""",,,12,39.30025100,-76.59914000,,,,,1964,,,"1954-1968,1968-1976",,,f7a38b,suitcase,,williams_were_2001,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.300251,-76.59914",,,,7/20/2017 12:48pm
Cortez W. Peters Business School,building,Extant,529 Gold Street,Druid Heights,Baltimore,21217,,,,,School (vocational),Cortez W. Peters,,One of multiple locations for the Cortez W. Peters Business School in Baltimore. Students from the school were involved with Civic Interest Group (CIG) protests during the 1960s.,,,7,39.30776770,-76.63867704,,,,,,,,1929-1954,Education,,d63b0e,school,,,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3077677,-76.6386770417004",,,,7/20/2017 12:48pm
Councilman Harry Sythe Cummings House,building,Extant,1318 Druid Hill Avenue,Upton,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/528,,528,,Dwelling,,,"Harry Sythe Cummings was one of the first two African Americans to graduate from the University of Maryland Law School and, in 1890, became the first African-American elected to the Baltimore City Council representing the 11th Ward. This property is his final residence prior to his death. The building is seriously deteriorated with the rear wall and roof partially collapsed.",1868,Upton's Marble Hill,11,39.30219175,-76.62910471,checked,checked,1905-1929,1899,1911,1955,Prominent Person,"1870-1905,1905-1929,1929-1954",Voting,,d63b0e,building,,,notes,MD,house,medium,,Contributing (Old West Baltimore NR HD),,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30219175,-76.6291047084446",Druid Hill,,,7/20/2017 12:48pm
Cowdensville,district,Unknown,,,Baltimore County,,,,,,,,,"Cowdensville developed as an African American neighborhood in the mid 19th century. In addition to homes, it includes a church, a schoolhouse, and an unmarked cemetery.",,,,39.24741000,-76.70838800,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/cowdensville.jpg,Houses in the Cowdensville Historic Survey District. E.H.T. Traceries for th Baltimore County Office of Planning.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.24741,-76.708388",,,,7/20/2017 12:48pm
Cuba Road,district,Unknown,,,Baltimore County,,,,,,,,,"Cuba Road grew around Gough United Methodist Church, built in 1875, which also served as a school. The present church was built in 1907, to replace a structure destroyed by fire.",,,,39.51576200,-76.70705800,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/cubaroad.jpg,Historic homes on Cuba Road.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.515762,-76.707058",,,,7/20/2017 12:48pm
Day Nursery Association (Sharp Street Church),building,Nonextant,953 Druid Hill Avenue,Heritage Crossing,Baltimore,21201,,,,,,,,,,,11,39.29900510,-76.62484910,,,,,,,,1905-1929,,,,,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2990051,-76.6248491",Druid Hill,,,7/20/2017 12:48pm
Delegate Irma George Dixon House,building,Extant,1906 McCulloh Street,Madison Park,Baltimore,21217,,,,,,Irma George Dixon,,"home of Delegate Irma George Dixon, 1st of two African-American women elected to the Maryland General Assembly, served (1959-1965).  In 1958, Maryland elected its first African American women to the state legislature.  Both Irma George Dixon and Verda F. Welcome were elected to the House of Delegates.",,Bolton Hill,11,39.30862000,-76.63254000,,,,,,,,,Voting,,,building,,Email from Donna Cypress,,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30862,-76.63254",McCulloh,,,7/20/2017 12:48pm
Diane Theatre,building,Nonextant,1429 Pennsylvania Avenue,Upton,Baltimore,21217,,,,B-2989,Theatre,,,,,,11,39.30175330,-76.63202520,,,,?,,,,,Public Accommodation,Carver Theatre,f59477,theatre,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3017533,-76.6320252",,,,7/20/2017 12:48pm
Donald G. Murray House,building,Extant,1522 McCulloh Street,Upton,Baltimore,21217,,,,,,"""Donald Gaines Murray, Sr.""",,From Young Thurgood,,,11,39.30439440,-76.63271330,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3043944,-76.6327133",McCulloh,,,7/20/2017 12:48pm
Douglass Memorial Community Church,building,Extant,1325 Madison Avenue,Madison Park,Baltimore,21217,,,,,Religious building,,,"On March 27, 1950, Marshall delivered a speech on Civil Rights, entitled ""Democracy Now or Never"" at Douglas Memorial Church. In 1968,  Civil Rights Leaders meeting at Douglass Memorial Church after walking out on Gov. Agnew’s Meeting.",1857-1858,,11,39.30344998,-76.62725065,,,1968-1976,,1925,,Strategy Center,"1905-1929,1929-1954,1954-1968,1968-1976",,,d63b0e,religious-christian,,,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3034499795918,-76.6272506530612",Madison,,,7/20/2017 12:48pm
Douglass Place,building,Extant,516-524 S. Dallas Street,Fells Point,Baltimore,21231,,https://en.wikipedia.org/wiki/Douglass_Place,,B-3694,Dwelling,,,The houses on the 500 block of Dallas Street were erected as a rental housing development for African American tenants by Frederick Douglass.,1892,Fells Point,1,39.28471000,-76.59612000,,,1870-1905,,1892,,,1870-1905,Housing,,d63b0e,building,"Douglass Place is a group of five late-19th-century brick rowhouses located at 516-524 South Dallas Street in the Fell's Point area of Baltimore, Maryland. The buildings are typical of ""alley houses"" of the period in Baltimore, two narrow bays wide, two stories high over a basement, with shed roofs. Italianate influence is reflected in their segmental-arched window and door openings, and in the simple molded sheet metal cornices which crown the buildings. A white marble placque above the first story of #520 bears the legend ""Douglass Place"", referring to the group's association with Frederick Douglass, who constructed the buildings about 1892 as rental housing for poor blacks.",Maryland Inventory of Historic Places,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.28471,-76.59612",,,,7/20/2017 12:48pm
